from,to,type
journal::journal of the korean society of hazard mitigation,volume::journal of the korean society of hazard mitigation::2025,HAS_VOLUME
journal::plos one,volume::plos one::2017,HAS_VOLUME
journal::environmental science and pollution research international,volume::environmental science and pollution research international::2023,HAS_VOLUME
journal::ieee transactions on computer-aided design of integrated circuits and systems,volume::ieee transactions on computer-aided design of integrated circuits and systems::2024,HAS_VOLUME
journal::arxiv.org,volume::arxiv.org::2025,HAS_VOLUME
journal::journal of infrastructure policy and development,volume::journal of infrastructure policy and development::2024,HAS_VOLUME
journal::environmental health perspectives,volume::environmental health perspectives::1995,HAS_VOLUME
journal::scholarly journal of science and technology research and development,volume::scholarly journal of science and technology research and development::2026,HAS_VOLUME
journal::international journal of medicine in developing countries,volume::international journal of medicine in developing countries::2025,HAS_VOLUME
"journal::hematology, transfusion and cell therapy","volume::hematology, transfusion and cell therapy::2023",HAS_VOLUME
journal::neurologic clinics,volume::neurologic clinics::2022,HAS_VOLUME
journal::diabetes,volume::diabetes::2025,HAS_VOLUME
journal::international health informatics symposium,volume::international health informatics symposium::2012,HAS_VOLUME
journal::world journal for pediatric & congenital heart surgery,volume::world journal for pediatric & congenital heart surgery::2013,HAS_VOLUME
journal::ieee computer society annual symposium on vlsi,volume::ieee computer society annual symposium on vlsi::2022,HAS_VOLUME
journal::healthcare,volume::healthcare::2021,HAS_VOLUME
journal::european heart journal-cardiovascular imaging,volume::european heart journal-cardiovascular imaging::2025,HAS_VOLUME
journal::blood,volume::blood::2025,HAS_VOLUME
journal::journal of supercomputing,volume::journal of supercomputing::2014,HAS_VOLUME
journal::ieee international conference on industrial engineering and engineering management,volume::ieee international conference on industrial engineering and engineering management::2024,HAS_VOLUME
journal::moco,volume::moco::1998,HAS_VOLUME
journal::plos one,volume::plos one::2026,HAS_VOLUME
journal::biological and clinical sciences research journal,volume::biological and clinical sciences research journal::2024,HAS_VOLUME
journal::neurocritical care,volume::neurocritical care::2013,HAS_VOLUME
journal::international journal of professional business review,volume::international journal of professional business review::2025,HAS_VOLUME
journal::journal of professional nursing,volume::journal of professional nursing::2015,HAS_VOLUME
journal::reliability engineering & system safety,volume::reliability engineering & system safety::2016,HAS_VOLUME
journal::advancement of iot in blockchain technology and its applications,volume::advancement of iot in blockchain technology and its applications::2023,HAS_VOLUME
journal::international conference on grid and cooperative computing,volume::international conference on grid and cooperative computing::2007,HAS_VOLUME
journal::international conference on health information science,volume::international conference on health information science::2014,HAS_VOLUME
journal::urban ecosystems,volume::urban ecosystems::2025,HAS_VOLUME
journal::journal of airport management,volume::journal of airport management::2011,HAS_VOLUME
journal::circulation,volume::circulation::2025,HAS_VOLUME
journal::biomolecules,volume::biomolecules::2020,HAS_VOLUME
journal::neuroinformatics,volume::neuroinformatics::2010,HAS_VOLUME
journal::pediatric emergency care,volume::pediatric emergency care::2008,HAS_VOLUME
journal::journal of social welfare and management,volume::journal of social welfare and management::2024,HAS_VOLUME
journal::obstetric medicine,volume::obstetric medicine::2011,HAS_VOLUME
journal::information sciences,volume::information sciences::2018,HAS_VOLUME
journal::journal of facilities management,volume::journal of facilities management::2025,HAS_VOLUME
journal::data in brief,volume::data in brief::2022,HAS_VOLUME
journal::the lancet respiratory medicine,volume::the lancet respiratory medicine::2020,HAS_VOLUME
journal::american journal of health-system pharmacy,volume::american journal of health-system pharmacy::2007,HAS_VOLUME
journal::frontiers in aging neuroscience,volume::frontiers in aging neuroscience::2024,HAS_VOLUME
journal::cochrane database of systematic reviews,volume::cochrane database of systematic reviews::2017,HAS_VOLUME
journal::bmc medical education,volume::bmc medical education::2023,HAS_VOLUME
journal::journal of social science studies,volume::journal of social science studies::2023,HAS_VOLUME
journal::neurology,volume::neurology::2018,HAS_VOLUME
journal::international scientific journal of engineering and management,volume::international scientific journal of engineering and management::2025,HAS_VOLUME
"journal::zeitschrift fur evidenz, fortbildung und qualitat im gesundheitswesen","volume::zeitschrift fur evidenz, fortbildung und qualitat im gesundheitswesen::2026",HAS_VOLUME
journal::mitat. minimally invasive therapy & allied technologies,volume::mitat. minimally invasive therapy & allied technologies::2020,HAS_VOLUME
journal::current medical research and opinion,volume::current medical research and opinion::2005,HAS_VOLUME
journal::accountability in research,volume::accountability in research::2011,HAS_VOLUME
journal::reflective practice,volume::reflective practice::2025,HAS_VOLUME
journal::cardiovascular and interventional radiology,volume::cardiovascular and interventional radiology::2020,HAS_VOLUME
journal::applied mathematics and nonlinear sciences,volume::applied mathematics and nonlinear sciences::2024,HAS_VOLUME
journal::jurnal pendidikan ekonomi undiksha,volume::jurnal pendidikan ekonomi undiksha::2024,HAS_VOLUME
journal::ieee wireless communications,volume::ieee wireless communications::2018,HAS_VOLUME
journal::journal of multidisciplinary academic and practice studies,volume::journal of multidisciplinary academic and practice studies::2024,HAS_VOLUME
journal::international conference on software and data technologies,volume::international conference on software and data technologies::2010,HAS_VOLUME
journal::journal of nursing management,volume::journal of nursing management::2021,HAS_VOLUME
journal::reconfigurable communication-centric systems-on-chip,volume::reconfigurable communication-centric systems-on-chip::2019,HAS_VOLUME
journal::journal of perinatal medicine,volume::journal of perinatal medicine::2005,HAS_VOLUME
journal::international journal of management and economics fundamental,volume::international journal of management and economics fundamental::2025,HAS_VOLUME
journal::journal of pain research,volume::journal of pain research::2023,HAS_VOLUME
journal::extended semantic web conference,volume::extended semantic web conference::2007,HAS_VOLUME
journal::international journal of emerging technologies in learning (ijet),volume::international journal of emerging technologies in learning (ijet)::2021,HAS_VOLUME
journal::sigdial conferences,volume::sigdial conferences::2024,HAS_VOLUME
journal::ieee internet of things journal,volume::ieee internet of things journal::2021,HAS_VOLUME
"journal::2020 ieee intl conf on parallel & distributed processing with applications, big data & cloud computing, sustainable computing & communications, social computing & networking (ispa/bdcloud/socialcom/sustaincom)","volume::2020 ieee intl conf on parallel & distributed processing with applications, big data & cloud computing, sustainable computing & communications, social computing & networking (ispa/bdcloud/socialcom/sustaincom)::2020",HAS_VOLUME
journal::bmc psychiatry,volume::bmc psychiatry::2021,HAS_VOLUME
journal::trans. gis,volume::trans. gis::1999,HAS_VOLUME
journal::ieee transactions on circuits and systems for video technology (print),volume::ieee transactions on circuits and systems for video technology (print)::2023,HAS_VOLUME
